Column1,Column3,Column4,Column5,Column7,Column8,Column11,Column12,Column15,Column20
K220DT,91.9,"ELY, ETC.",NV,0.011,0.011,39-15-53,114-53-34,,PILGRIM RADIO
KDPO,91.9,PORT ORFORD,OR,2,2,42-51-53,124-26-54,,THE DOVE
KJOL-FM,91.9,MONTROSE,CO,0.475,0.475,38-28-08,107-53-05,,HEAR THE LIGHT
KYSD,91.9,SPEARFISH,SD,6,6,44-29-06,103-53-29,,SOUTH DAKOTA PUBLIC BROADCASTING
KESY,91.9,BAKER CITY,OR,0.82,0.82,44-45-57,117-52-49,,89.5 FM KTSY
KEYP,91.9,PRICE,UT,2,2,39-31-44,111-03-04,1D11,LIFE UNLOCKED TRUTH UNLEASHED
KOUA,91.9,ADA,OK,1.5,1.5,34-42-31,96-44-24,AF37,YOUR NPR SOURCE
WHDD-FM,91.9,SHARON,CT,0.65,0.65,41-53-32,73-27-16,,ROBIN HOOD RADIO
K220JW,91.9,LAS VEGAS,NV,0.041,0.041,36-06-58,115-11-12,,K-LOVE
K220KC,91.9,HUNTSVILLE,TX,0,0.11,30-41-37,95-31-21,,RADIO FOR PEACE
WKJA,91.9,BRUNSWICK,OH,24,20.1,40-54-57,81-55-56,,HEARTFELT RADIO
K220IZ,91.9,PERRYTON,TX,0.25,0.25,36-24-06,100-47-38,,KINGDOM KEYS RADIO
WDSV,91.9,GREENVILLE,MS,1.5,1.35,33-24-21,90-59-30,,
KZRF-FM,91.9,SULPHUR SPRINGS,TX,6,6,33-09-05,95-36-13,,RADIO FORTALEZA
KPTZ,91.9,PORT TOWNSEND,WA,1.95,1.95,48-01-57,122-49-31,39A3,RADIO PORT TOWNSEND 91.9FM
KZGC-FM,91.9,GARDEN CITY,KS,0,3,38-02-50,100-52-26,,RADIO VIDA
WHRE,91.9,EASTVILLE,VA,4.4,4.4,37-21-32,75-56-31,68E2,PUBLIC RADIO FOR EASTERN VIRGINIA
WMMH,91.9,HOUTZDALE,PA,0.61,0.61,40-43-47,78-19-23,7597,JMJ 750 AM
KPMA-FM,91.9,ARCHER CITY,TX,25,25,33-26-38,98-27-22,,RADIO FORTALEZA
W220CE,91.9,MIDDLEFIELD,CT,0.01,0.01,41-30-49,72-44-48,,FINE ARTS RADIO
K220JP,91.9,MINNEAPOLIS,MN,0.025,0.025,44-58-03,93-18-23,,YOUR CLASSICAL MPR
WHRT-FM,91.9,COKESBURY,SC,20.5,20.5,34-21-26,82-09-14,FFFF,HIS RADIO
WXHM,91.9,MIDDLETOWN,DE,0.6,0.6,39-26-38,75-43-23,9226,REACH RADIO GOSPEL
WINO,91.9,WATKINS GLEN,NY,0.42,0.42,42-23-20,76-53-27,8216,ITHACA RADIO
KHEB,91.9,GRANITE,OK,0.43,0.43,34-58-39,99-24-35,,THE GOSPEL STATION
KTRU,91.9,LA HARPE,KS,0.75,0.75,37-57-24,95-22-16,,EWTN
W220AA,91.9,"PARLIN, ETC.",NJ,0.01,0.01,40-27-19,74-17-44,,89.7 THE BRIDGE
KMRL,91.9,BURAS,LA,11.5,11.5,29-33-45,89-49-46,0000,AMERICAN FAMILY RADIO
W220ED,91.9,AUBURN,AL,0.019,0.019,32-36-01,85-29-54,,WAY FM
K220HC,91.9,STUDIO CITY,CA,0,0.2,34-07-34,118-22-03,----,AIR1
KHSR,91.9,CRESCENT CITY,CA,4.5,4.5,41-45-35,124-11-28,,DIVERSE PUBLIC RADIO
KSFC,91.9,SPOKANE,WA,2.2,2.2,47-48-48,117-30-23,,SPOKANE PUBLIC RADIO
KVJC,91.9,GLOBE,AZ,0.66,0.66,33-17-37,110-50-09,,CSN INTERNATIONAL
K220KB,91.9,ST. JOHN,ND,0,0.092,48-56-10,99-56-51,,YOUR NETWORK OF PRAISE
K220IR,91.9,LEWISTON,CA,0,0.01,40-36-10,122-38-58,,EFFECT RADIO
WZRG,91.9,KULPMONT,PA,1.45,1.45,40-47-32,76-23-06,,WGRC CHRISTIAN RADIO
KWWD,91.9,CANADIAN,TX,0.75,0,35-49-11,100-23-58,,
KQPA-FM,91.9,PARIS,TX,0.45,0.45,33-37-17,95-33-54,3BC6,
WEVQ,91.9,LITTLETON,NH,0.58,0.58,44-21-11,71-44-17,,NEW HAMPSHIRE PUBLIC RADIO
KPBW,91.9,BREWSTER,WA,1,1,48-02-14,119-59-07,37CD,SPOKANE PUBLIC RADIO
W220EH,91.9,GAINESVILLE,GA,0.008,0.008,34-18-46,83-47-12,,CSN INTERNATIONAL
K220IA,91.9,MAPLE CREEK,CA,0,0.01,40-43-36,123-58-27,,EFFECT RADIO
WQKO,91.9,HOWE,IN,1.6,1.6,41-39-01,85-21-12,,TRUTH HEARD IN BLACK & WHITE - WITHOUT COMPROMISE
KSOI,91.9,MURRAY,IA,19,19,40-56-44,94-08-48,40FC,91.9 KSOI FM
K220II,91.9,LAKEVIEW,OR,0,0.011,42-12-19,120-19-39,,CSN INTERNATIONAL
KELC,91.9,HAWTHORNE,NV,0.19,0.19,38-27-28,118-45-54,,
WWOS-FM,91.9,ST. GEORGE,SC,6,6,33-21-41,80-41-06,,WINNING OTHERS TO JESUS
KCSS,91.9,TURLOCK,CA,6,6,37-31-35,120-51-25,,THE VALLEY'S TRUE ALTERNATIVE KCSS 91.9
WSMJ,91.9,NORTH WILDWOOD,NJ,0,0.75,39-02-58,74-51-14,,
K220HT,91.9,ST. LOUIS,MO,0.041,0.041,38-34-28,90-19-32,,CSN INTERNATIONAL
WVSE,91.9,CHRISTIANSTED,VI,7.4,7.4,17-44-51,64-50-11,,RADIO PAPILOVE 91.9
K220AY,91.9,HEBER CITY,UT,0,0.25,40-31-38,111-23-59,,LISTEN LIKE A LOCAL
W220EB,91.9,ASHLAND,WI,0.038,0.038,46-35-23,90-50-13,----,LIFE-FM 97.3
KBWE,91.9,BURLEY,ID,4.9,4,42-33-32,113-44-50,,DE VOZ LATINA
K220IK,91.9,LIMON,CO,0,0.075,39-22-34,103-41-41,,CSN INTERNATIONAL
W220DV,91.9,EVANSVILLE,IN,0.25,0.25,37-53-17,87-32-37,,106.1 KISS FM
K220JX,91.9,MISSOULA,MT,0,0.033,46-52-55,113-59-08,,THE EFFECT
W220EG,91.9,NEW CITY,NY,0.01,0.01,41-13-28,74-04-11,,
KAQA,91.9,KILAUEA,HI,3,0,21-58-24,159-29-49,,KAUAI COMMUNITY RADIO
W220BN,91.9,NATCHEZ,MS,0.08,0.08,31-32-47,91-22-31,,K-LOVE
K220GC,91.9,MINOT,ND,0.25,0.25,48-16-47,101-21-11,243E,AIR1
K220JY,91.9,ODESSA,TX,0.06,0.06,31-51-45,102-25-00,,CSN INTERNATIONAL
KRPJ,91.9,WICKENBURG,AZ,1,1,34-14-04,112-22-02,,
KDRG,91.9,DEERING,AK,0,0.01,66-04-31,162-42-20,,
WTIR,91.9,BRIGHTON RESERVATION,FL,2.8,2.8,27-05-46,81-02-16,87B5,TRADITIONAL INDIAN RADIO
NEW,91.9,ZUNI PUEBLO,NM,0.1,0.1,36-07-04,108-44-38,,
WSMO,91.9,MOUNT FOREST,MI,0.001,6,43-42-16,84-00-37,,SMILE FM MICHIGAN'S POSITIVE HITS
KUUK,91.9,NOATAK,AK,0,0.01,67-34-20,162-58-07,,
KORI,91.9,NOORVIK,AK,0,0.01,66-49-59,161-00-44,,
KIEA,91.9,SELAWIK,AK,0,0.01,66-36-27,160-00-43,,
KIAN,91.9,KIANA,AK,0,0.01,66-58-27,160-25-39,,
KPSV,91.9,TULARE,CA,25,25,36-01-31,119-32-06,,
KBUQ,91.9,BUCKLAND,AK,0,0.01,65-58-40,161-07-44,,
KIHM,91.9,HATCH,NM,1.1,1.1,32-41-36,107-04-07,,RELEVANT RADIO
WINH,91.9,HINCKLEY,MN,16,16,46-01-28,93-01-21,6B21,MPR NEWS
K220KD,91.9,BIG SKY,MT,0.01,0.01,45-16-28,111-23-34,,YELLOWSTONE'S OWN 920
KJGS,91.9,AURORA,NE,100,100,40-58-36,97-56-56,,
W220EJ,91.9,WEEHAWKEN,NJ,0.01,0.01,40-45-22,73-59-12,,
KYKT,91.9,YAKUTAT,AK,0,0.025,59-33-14,139-43-31,,
WGRN-LP,91.9,COLUMBUS,OH,0.057,0.057,39-55-00,82-59-00,,
W220EK,91.9,OLDSMAR,FL,0,0.03,28-10-56,82-46-05,,THE JOY FM NETWORK
KYUP,91.9,SCAMMON BAY,AK,0.09,0,61-50-22,165-33-53,,
KPDI-LP,91.9,OMAHA,NE,0.033,0,41-12-33,95-56-47,,
KSHW,91.9,GLIDDEN,IA,2,2,42-02-56,94-43-45,,
KAEB,91.9,SAND POINT,AK,0.09,0.09,55-21-01,160-28-14,,
KOUV-LP,91.9,VANCOUVER,WA,0.094,0,45-39-23,122-23-08,,
KTOG,91.9,TOGIAK,AK,0.09,0,59-03-25,160-25-22,,
WTCS-LP,91.9,CHATTANOOGA,TN,0.1,0,35-01-02,85-16-48,,
NEW,91.9,GRASS VALLEY,CA,0.56,0.56,39-14-45,120-58-00,,
KNUN,91.9,TOKSOOK BAY,AK,0.09,0,60-32-02,165-06-24,,
KKON,91.9,GALENA,AK,0.09,0.09,64-44-27,156-52-34,,
WBWY,91.9,JANESVILLE,WI,0.45,0.45,42-41-09,89-09-05,,
KWQX,91.9,PERRYVILLE,AR,0.14,0.14,34-54-16,92-50-55,,
KOLD-FM,91.9,COLD BAY,AK,0.09,0,55-12-24,162-42-53,,
NEW,91.9,TAHLEQUAH,OK,0.2,0.2,35-53-43,94-57-13,,
KIRG,91.9,KERRICK,TX,5,5,36-34-29,102-13-29,,
KCTG,91.9,GRANGEVILLE,ID,0.061,0.061,45-51-48,116-07-31,,
KOFW,91.9,DELTANA,AK,0.6,0.6,63-59-30,145-31-20,,
KGLE-FM,91.9,GLENDIVE,MT,5,5,47-05-01,104-48-07,,
WDNW,91.9,ASHLAND,WI,4.5,4.5,46-35-23,90-50-13,,
KLIC,91.9,WYLIE,CO,5,5,38-16-56,102-43-11,,RADIO LIBERTAD
WCGB-FM,91.9,FRANKLINVILLE,NY,3,3,42-22-43,78-31-02,,
NEW,91.9,ST. JAMES,MI,3,3,45-41-11,85-31-39,,
KKCP,91.9,JORDAN,MT,5,5,47-29-44,106-56-18,,
NEW,91.9,RUMFORD,ME,2,2,44-32-14,70-27-31,,
WARD,91.9,NEW PARIS,OH,0.7,0.7,39-52-06,84-47-50,,AIR1
KBSC,91.9,CAMBRIDGE,ID,0.2,0.2,44-32-01,116-39-23,,
KPUW,91.9,ALPINE,WY,0.1,0.1,43-06-19,111-07-21,,
NEW,91.9,VALE,OR,100,100,45-53-14,117-32-02,,
NEW,91.9,HATCH,NM,1,1,32-58-17,107-13-27,,
NEW,91.9,FORT STOCKTON,TX,0.5,0.5,30-53-26,102-53-30,,
KGPW,91.9,CADDO VALLEY,AR,,,--,--,,
KPAP,91.9,JOSHUA TREE,CA,0.22,0.22,34-07-36,116-16-36,,
WRRI,91.9,MONTICELLO,IN,0.22,0.22,40-43-57,86-43-28,,
NEW,91.9,WEATHERFORD,OK,0.2,0.2,35-21-22,98-43-27,,
WEQD,91.9,HALIFAX,VA,27,27,36-43-59,78-56-02,,
NEW,91.9,LIBERAL,KS,0.5,0.5,37-03-14,100-51-24,,
KOFJ,91.9,MOUNTAIN VIEW,NM,0.195,0.195,35-02-32,108-18-48,,
NEW,91.9,PINON,AZ,16,16,36-21-09,109-50-00,,
KAQA-FM2,91.9,KILAUEA,HI,0,0.2,21-54-41,159-31-41,,KAUAI COMMUNITY RADIO
NEW,91.9,LOWER MATACUMBE KEY,FL,0.33,0.33,24-51-11,80-44-06,,
NEW,91.9,CLARKESVILLE,AR,1.4,1.4,35-27-40,93-26-52,,
KRYX,91.9,FAIRMONT,MN,6,6,43-38-50,94-32-00,,
KTMV,91.9,MOUNTAIN VILLAGE,AK,0.06,0,62-05-20,163-43-40,,
NEW,91.9,TERMINAUS,CA,1.5,1.5,38-04-16,121-23-57,,
WTFT,91.9,CUTHBERT,GA,3.7,3.7,31-46-56,84-45-33,,
NEW,91.9,GONZALES,TX,20,20,29-30-36,97-24-52,,
WNPK,91.9,BLOCK ISLAND,RI,0.3,0.3,41-10-21,71-33-41,,
NEW,91.9,SALEM,OR,0.001,0.001,44-58-58,123-08-43,,
WSMQ-LP,91.9,MENDENHALL,MS,0.1,0.1,31-56-53,89-53-33,,
WBST,92.1,MUNCIE,IN,3,3,40-12-48,85-27-36,,INDIANA PUBLIC RADIO
WMSU,92.1,STARKVILLE,MS,1.1,1.1,33-25-49,88-45-17,7640,POWER 92 JAMZ
K221GK,92.1,SALT LAKE CITY,UT,0.099,0.099,40-39-12,112-12-09,,ESPN 700 SPORTS
WVWC,92.1,BUCKHANNON,WV,0.013,0,38-59-24,80-13-10,,C 92 FM
WUPI,92.1,PRESQUE ISLE,ME,0.017,0,46-40-15,68-01-00,,THE OWL
K221AX,92.1,LAKETOWN-GARDEN CITY,UT,0.012,0,41-52-57,111-16-09,,Q-92
K221BF,92.1,BEATTY,NV,0.017,0,36-55-40,116-46-24,,104-7 THE JEWEL
WDLA-FM,92.1,WALTON,NY,0.69,0.69,42-08-10,75-04-47,,BIG CAT 92.1
WFGF,92.1,WAPAKONETA,OH,3,3,40-39-20,84-06-54,627D,92.1 THE FROG
WJGA-FM,92.1,JACKSON,GA,5.5,5.5,33-16-37,83-57-59,6D08,
WBTR-FM,92.1,CARROLLTON,GA,1.65,1.65,33-33-54,85-01-02,594B,B 92 COUNTRY
K221GL,92.1,PRESCOTT,AZ,0,0.12,34-29-24,112-31-59,,THE CLOUD 95.9
W221AS,92.1,SAYRE,PA,0.008,0,42-01-27,76-33-48,0000,YOUR STATION FOR INFORMATION & INSPIRATION
WOLF-FM,92.1,BALDWINSVILLE,NY,25,25,43-09-10,76-11-35,7AC3,92.1 THE WOLF
KZLB,92.1,FORT DODGE,IA,6,6,42-28-44,94-12-10,,92 ROCK
K221BK,92.1,ETNA,CA,0,0.037,41-44-14,122-46-36,,SISKIYOU COUNTRY
K221DI,92.1,TANANA,AK,0.49,0,65-10-22,152-02-07,,THE GOSPEL VOICE IN THE WILDERNESS
KMOE,92.1,BUTLER,MO,4.7,4.7,38-14-56,94-19-18,,THE BULLET
KTBT,92.1,BROKEN ARROW,OK,27,27,36-06-38,96-01-57,1259,THE BEAT
W221AU,92.1,VIRGINIA,MN,0.007,0,47-29-18,92-31-12,,TODAY'S HITS AND ALL OF YOUR FAVORITES
WCSR-FM,92.1,HILLSDALE,MI,6,6,41-55-41,84-38-10,5BD5,RADIO HILLSDALE
K221AA,92.1,BETTLES,AK,0.6,0,66-55-26,151-30-12,,THE GOSPEL VOICE IN THE WILDERNESS
WHPD,92.1,DOWAGIAC,MI,3.3,3.3,41-59-52,86-03-14,68AD,"POSITIVE HITS, PULSE FM"
K221DJ,92.1,FARMINGTON,NM,0.101,0,36-41-43,108-13-14,,NEWSTALK 1390
WDIC-FM,92.1,CLINCHCO,VA,2.5,2.5,37-08-42,82-23-22,,CLASSIC HITS
WVTK,92.1,PORT HENRY,NY,18,18,44-01-38,73-28-54,8E14,TURBO Z TOH!
WMOO,92.1,DERBY CENTER,VT,2.25,2.15,44-58-23,72-04-30,75D2,THE NEW MOO-92.1 FM
K221DL,92.1,"TEASDALE, ETC.",UT,0,0.01,38-17-00,111-30-37,,GOLD COUNTRY AM 1370
WJXR,92.1,MACCLENNY,FL,25,25,30-17-54,82-00-55,,LATINA 92.1
KVCL-FM,92.1,WINNFIELD,LA,6,6,31-56-54,92-37-37,,HOMETOWN COUNTRY
KORN-FM,92.1,PARKSTON,SD,100,100,43-42-12,97-59-50,36BF,KORN COUNTRY 92.1
WVTY,92.1,RACINE,WI,2.7,2.7,42-45-36,87-57-53,8E22,92 VTY COUNTRY
WZZR,92.1,WEST PALM BEACH,FL,7.2,7.2,26-47-58,80-04-33,12C1,92.1 REAL RADIO
KKDV-FM3,92.1,MARTINEZ,CA,0.253,0,38-00-43,122-08-10,2ACB,
W221AY,92.1,TAVERNIER,FL,0.08,0.08,24-58-45,80-33-04,,NPR NEWS FOR SOUTH FLORIDA
WLTU,92.1,MANITOWOC,WI,3.7,3.7,44-07-31,87-37-41,,HOT COUNTRY 92.1
KHPQ,92.1,CLINTON,AR,10,10,35-38-37,92-27-33,2412,Q-92
WZDM,92.1,VINCENNES,IN,4.1,4.1,38-41-02,87-26-08,9706,WISDOM 92.1
K221DM,92.1,"WAGON MOUND, ETC.",NM,0.163,0,35-59-03,104-54-13,,KENW NPR NEW MEXICO
WJMG,92.1,HATTIESBURG,MS,6,6,31-20-33,89-17-53,,G 92 THE STATION THAT BELONGS TO YOU
KLIL,92.1,MOREAUVILLE,LA,6.0,6.0,31-02-53,91-59-47,2DE7,
WYAS,92.1,LUQUILLO,PR,4.6,4.6,18-19-54,65-41-11,,RADIO SOL
WKUL,92.1,CULLMAN,AL,6.0,6.0,34-11-41,86-43-52,0000,WKUL 92.1FM
KRLS,92.1,KNOXVILLE,IA,25.0,25.0,41-21-40,93-00-15,3E14,
WJJN,92.1,COLUMBIA,AL,7.6,7.6,31-13-27,85-16-04,,92.1 JAMZ
WCDX,92.1,MECHANICSVILLE,VA,4.5,4.5,37-36-52,77-30-56,5A55,IPOWER 92 &104.1
KQSM-FM,92.1,FAYETTEVILLE,AR,7.6,7.6,36-07-38,93-59-24,3C20,92.1 - THE TICKET
KRWR,92.1,TYLER,TX,9.8,9.8,32-22-30,95-16-10,3F31,92.1 THE TEAM FM
WIKG,92.1,MERCERSBURG,PA,4.0,4.0,39-48-34,77-48-22,791D,92.1 THE GOAT
WOMR,92.1,PROVINCETOWN,MA,6.0,6.0,42-03-54,70-09-31,7AE9,OUTERMOST COMMUNITY RADIO
KREP,92.1,BELLEVILLE,KS,14.5,14.5,39-45-00,97-36-48,3D5B,KR-92 THE BEST IN COUNTRY
K221FV,92.1,SAN LUIS OBISPO,CA,0.0,0.25,35-15-50,120-39-59,,KCLU RADIO
KARJ,92.1,ESCONDIDO,CA,0.47,0.47,33-06-32,117-09-15,4101 - KSON,AIR1
KKOZ-FM,92.1,AVA,MO,4.5,4.5,36-55-48,92-39-19,,CAUSE RADIO 92.1
KVFZ,92.1,BENTON,LA,6.0,6.0,32-39-19,93-41-36,,FUZION
WUMS,92.1,UNIVERSITY,MS,2.9,2.9,34-24-12,89-24-13,8AC2,REBEL RADIO 92.1
WEUZ,92.1,MINOR HILL,TN,2.6,2.6,35-07-18,87-11-17,,MOST HIP HOP AND R&B
WRJC-FM,92.1,MAUSTON,WI,2.0,2.0,43-47-16,90-11-53,,NOW 92 ONE FM
K221AR,92.1,HAWTHORNE,NV,0.05,0.0,38-27-37,118-45-39,,RADIO GOLDFIELD
KLQP,92.1,MADISON,MN,25.0,25.0,45-01-35,96-11-29,12C1,Q 92
WBHC-FM,92.1,HAMPTON,SC,6.0,6.0,32-50-38,81-07-32,,VARIETY HITS 92.1
KFRZ,92.1,GREEN RIVER,WY,11.0,11.0,41-29-47,109-20-44,1F07,FREEZE 92.1
K221DR,92.1,ROUND MOUNTAIN,NV,0.009,0.009,38-39-23,116-59-55,,THE GREATEST COUNTRY IN THE WORLD
WQKQ,92.1,DALLAS CITY,IL,25.0,25.0,40-35-37,91-06-49,7FFC,KQ-92
K221DT,92.1,"THAYNE, AFTON",WY,0.01,0.01,43-06-19,111-07-21,,
KMZA,92.1,SENECA,KS,4.0,4.0,39-49-34,96-01-45,323A,KANZALAND RADIO
KTFW-FM,92.1,GLEN ROSE,TX,25.0,25.0,32-16-31,98-01-22,42C4,92.1 HANK FM
WECQ,92.1,DESTIN,FL,19.0,19.0,30-24-38,86-37-22,5F7C,ROCK 92.1
K221AF,92.1,MARYSVALE,UT,0.01,0.0,38-30-13,112-12-41,,FM 100
W221DA,92.1,HOWARD,WI,0.25,0.25,44-28-40,87-59-59,,SPORTS TALK 1440 WNFL
KTHN,92.1,LA JUNTA,CO,3.0,3.0,37-59-15,103-34-02,,THUNDER COUNTRY 92.1
W221EO,92.1,YORK,SC,0.013,0.013,34-59-49,81-15-09,,CLASSIC OLDIES
KDQN-FM,92.1,DE QUEEN,AR,50.0,50.0,34-13-35,94-17-35,1999,NUMBER 1 COUNTRY
WJHT,92.1,JOHNSTOWN,PA,0.58,0.58,40-22-15,78-59-01,6D35,POP! 104.5
WPKC-FM,92.1,SANFORD,ME,1.8,1.8,43-25-11,70-48-09,7D4A,K-LOVE
WQFM,92.1,NANTICOKE,PA,0.66,0.66,41-11-11,75-51-33,7F76,QFM 92.1 & 100.1
WRNQ,92.1,POUGHKEEPSIE,NY,0.52,0.52,41-43-09,73-59-47,12EE,Q 92
WYVK,92.1,MIDDLEPORT,OH,4.7,4.7,39-03-30,82-02-31,,K 92
KATK,92.1,CARLSBAD,NM,6.0,6.0,32-27-02,104-12-47,,THE CAT
KIBX,92.1,BONNERS FERRY,ID,0.074,0.074,48-36-37,116-15-24,4477,SPOKANE PUBLIC RADIO
KSYD,92.1,REEDSPORT,OR,0.6,0.6,43-39-26,124-11-10,,
WZET,92.1,HORMIGUEROS,PR,2.95,2.95,18-19-06,67-10-42,,LA ZETA 93
WFPS,92.1,FREEPORT,IL,3.6,3.6,42-19-41,89-43-30,6374,KICKIN COUNTRY K92
WMEQ-FM,92.1,MENOMONIE,WI,17.5,17.5,44-54-59,91-41-55,74D0,CLASSIC ROCK 92.1
WDER-FM,92.1,PETERBOROUGH,NH,0.275,0.275,42-51-41,71-52-45,5D0D,LIFE CHANGING RADIO 1320 AM - 92.1 FM
WBVX,92.1,CARLISLE,KY,32.0,32.0,38-11-19,84-22-13,5985,CLASSIC ROCK 92.1
WBIK,92.1,PLEASANT CITY,OH,6.0,6.0,40-01-37,81-33-09,5826,ROCK 92.1
WWGO,92.1,CHARLESTON,IL,6.0,6.0,39-31-40,88-21-23,8F6A,92.1 THE AXE
WVLT,92.1,VINELAND,NJ,6.0,6.0,39-29-53,75-04-31,8D4D,CRUISIN' 92.1
WCKR,92.1,HORNELL,NY,2.55,2.55,42-20-38,77-37-36,5B05,FUN 92.1
KCCA-LP,92.1,ANTHONY,KS,0.1,0.0,37-09-12,98-01-51,,
K221GB,92.1,BARSTOW,CA,0.027,0.027,34-54-04,117-02-02,,AIR1
KCZO,92.1,CARRIZO SPRINGS,TX,25.0,25.0,28-33-24,99-53-49,,RADIO CRISTIANA
K221BI,92.1,WENATCHEE,WA,0.099,0.099,47-27-44,120-21-28,,LA NUEVA
KWVR-FM,92.1,ENTERPRISE,OR,0.032,0.032,45-23-56,117-23-17,4C4B,HOMETOWN RADIO
WSQV,92.1,LOCK HAVEN,PA,6.0,6.0,41-08-46,77-29-29,85E5,92.1 WSQV THE VALLEY'S BEST ROCK
KNBT,92.1,NEW BRAUNFELS,TX,6.0,6.0,29-43-50,98-07-12,,92.1 FM RADIO NEW BRAUNFELS
WTKY-FM,92.1,TOMPKINSVILLE,KY,5.3,5.3,36-49-07,85-39-32,,KIX COUNTRY
KBBO-FM,92.1,HOUSTON,AK,10.0,10.0,61-20-11,149-30-48,,BOB 92.1 FM
KCVZ,92.1,DIXON,MO,6.0,6.0,37-57-59,92-10-03,1778,SPIRIT FM
KOPY-FM,92.1,ALICE,TX,6.0,6.0,27-46-39,98-04-52,,FIESTA 92.1
K221ED,92.1,MEDFORD AND CENTRAL,OR,0.065,0.065,42-21-25,122-58-35,,THE DOVE
WXXM,92.1,SUN PRAIRIE,WI,3.7,3.7,43-10-10,89-15-38,13C6,REWIND 92.1
K221EV,92.1,HAYFORK,CA,0.25,0.25,40-34-04,123-11-34,,EFFECT RADIO
WKPL,92.1,ELLWOOD CITY,PA,2.5,2.5,40-46-09,80-16-56,,THE PICKLE
WWPE,92.1,HERMANTOWN,MN,5.4,5.4,46-47-41,92-07-05,8ED7,SASQUATCH 92.1
KCHE-FM,92.1,CHEROKEE,IA,6.0,6.0,42-47-21,95-33-08,,CLASSIC HITS 92.1
KTCE,92.1,PAYSON,UT,0.125,0.125,40-05-21,111-49-15,,THE TOUCH 92.1
KXEZ,92.1,FARMERSVILLE,TX,1.6,1.6,33-16-33,96-22-08,FFFF,THE POSSUM
KRAT,92.1,SPARKS,NV,10.5,10.5,39-35-03,119-48-06,,ALT 92.1
W221AW,92.1,NORTH CANTON,GA,0.01,0.01,34-16-26,84-31-32,5A39,THE MESSAGE
KJMN,92.1,CASTLE ROCK,CO,42.0,42.0,39-23-07,105-02-52,2909,RADIO LA SUAVECITA
KCRK-FM,92.1,COLVILLE,WA,5.4,5.4,48-34-30,117-55-00,170C,
WHBT-FM,92.1,MOYOCK,NC,14.5,14.5,36-37-38,76-13-07,17E4,92.1 THE BEAT
KROI,92.1,SEABROOK,TX,35.0,35.0,29-21-58,95-22-58,A358,PRAISE 102.1 HD2
W221AA,92.1,MURRAY,KY,0.055,0.055,36-36-47,88-19-20,,THE WORLD NEEDS KING JESUS
K221FA,92.1,BRIGHAM CITY,UT,0.085,0.085,41-30-07,112-00-11,,UTAH PUBLIC RADIO
K221DQ,92.1,PETALUMA,CA,0.01,0.01,38-19-57,122-35-40,,K-LOVE
W221BO,92.1,ELLSWORTH,ME,0.01,0.01,44-31-14,68-23-38,6873,105.7 SOLUTION FM
WPTS-FM,92.1,PITTSBURGH,PA,0.014,0.014,40-26-39,79-57-12,,PITTSBURGH'S PROGRESSIVE FM
KUMA-FM,92.1,PILOT ROCK,OR,6.9,6.9,45-35-21,118-59-54,4608,PARTY 92.1 - CLASSIC HITS NOW
WBKN,92.1,BROOKHAVEN,MS,6.0,6.0,31-33-49,90-26-27,,B 92 THE BOSS
KVMX-FM,92.1,PLACERVILLE,CA,6.0,6.0,38-38-10,120-38-14,,LA RANCHERA 92.1
KYLR,92.1,HUTTO,TX,2.5,2.5,30-32-04,97-34-52,A58F,AIR1
WKHL,92.1,PALMYRA,PA,1.5,1.5,40-23-28,76-43-31,6FD1,K-LOVE
K221DW,92.1,TECUMSEH,KS,0.003,0.003,39-11-26,95-39-38,,AIR1
K221GJ,92.1,RED BLUFF,CA,0.25,0.25,40-15-46,122-05-37,,CRACK RADIO
KRDA,92.1,CLOVIS,CA,39.0,39.0,37-07-40,119-40-39,,AMOR 92.1
WZEW,92.1,FAIRHOPE,AL,20.5,20.5,30-31-23,88-06-32,972A,92 ZEW
W221DB,92.1,TUSCALOOSA,AL,0.25,0.25,33-12-51,87-29-24,,98 TXT
K221EK,92.1,GLENWOOD/SILVER CITY,NM,0.01,0.0,33-18-14,108-56-00,,KJZZ 91.5
WAFZ-FM,92.1,IMMOKALEE,FL,5.6,5.6,26-26-55,81-16-16,5543,LA LEY 92.1 & 99.7 FM
W221CR,92.1,COVINGTON,TN,0.099,0.099,35-09-16,89-49-20,,WREC NEWS RADIO 92.1 600
W221BD,92.1,DUBOIS,PA,0.027,0.027,41-06-11,78-45-38,7E2F,PUBLIC RADIO FOR CENTRAL PENNSYLVANIA
W221BS,92.1,ST. PAUL,MN,0.08,0.08,44-56-54,93-05-44,5D48,WDGY THE ORIGINAL ROCK N ROLL STATION
W221CY,92.1,NORMAL,IL,0.25,0.25,40-30-40,88-57-15,,107.7 THE BULL
K221ES,92.1,ALBERTVILLE,MN,0.25,0.25,45-14-20,93-41-14,,
W221DP,92.1,COLUMBUS,GA,0.25,0.25,32-27-59,85-03-22,,
K221GT,92.1,RUSTON,LA,0.17,0.17,32-32-21,92-40-52,,AIR1
KXBN,92.1,CEDAR CITY,UT,95.0,95.0,37-38-43,113-22-22,4CE3,B 92.1
WJPL-LP,92.1,BARRE,VT,0.1,0.0,44-10-16,72-29-02,,
W221BX,92.1,PITTSFIELD,IL,0.17,0.17,39-40-45,90-45-53,,COVENANT NETWORK
DK221EY,92.1,BEND,OR,0.035,0.035,44-04-40,121-19-49,,
